deltaT,dairy_network,no_of_reachable_nodes
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_543.network,1587
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_543.network,2231
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_543.network,2615
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_543.network,2943
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_544.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_544.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_544.network,510
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_544.network,1393
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_544.network,1668
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_544.network,1886
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_545.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_545.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_545.network,8
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_545.network,1452
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_545.network,1821
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_545.network,2136
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_546.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_546.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_546.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_546.network,1369
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_546.network,2749
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_546.network,3139
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_547.network,21
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_547.network,38
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_547.network,767
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_547.network,1657
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_547.network,2511
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_547.network,2881
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_548.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_548.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_548.network,824
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_548.network,948
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_548.network,1488
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_548.network,1989
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_549.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_549.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_549.network,17
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_549.network,34
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_549.network,1694
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_549.network,1814
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_550.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_550.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_550.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_550.network,55
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_550.network,688
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_550.network,1109
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_551.network,112
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_551.network,766
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_551.network,1370
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_551.network,2146
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_551.network,2778
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_551.network,3277
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_552.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_552.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_552.network,29
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_552.network,1889
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_552.network,2378
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_552.network,2762
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,1326
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,1917
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,2563
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,3023
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,1172
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,1295
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,1905
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,2557
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,2936
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,14
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,25
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,305
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,19
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,70
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,1376
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,2296
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,2921
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,3428
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,1512
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,2212
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,2721
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,3071
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,984
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,984
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,1687
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,2087
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,1566
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,2249
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,2809
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,3315
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,3645
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,73
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,494
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,1456
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,2096
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,2490
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,18
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,77
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,1495
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,2218
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,2656
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,3043
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,33
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,1486
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,1958
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,2387
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,2759
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,589
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,1110
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,1541
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,1959
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,2360
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,23
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,81
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,1526
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,2030
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,2318
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,163
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,1905
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,2550
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,2943
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,3407
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,1084
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,1484
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,2121
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,2464
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,3121
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,8
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,1521
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,1899
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,2267
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,21
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,1008
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,1265
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,1763
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,2208
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,33
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,884
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,1541
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,1958
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,2510
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,2957
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,3
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,3
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,954
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,7
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,1656
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,2524
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,2818
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,5
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,8
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,1832
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,7
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,20
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,2368
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,2733
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,8
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,21
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,1097
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,1302
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,12
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,1544
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,1846
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,9
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,15
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,160
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,651
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,1448
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,385
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,1402
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,1977
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,12
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,78
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,1427
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,1807
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,2324
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,2866
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,3
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,1519
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,1698
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,19
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,26
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,1582
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,12
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,1001
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,1526
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,1996
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,2276
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,1
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,1555
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,1709
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,13
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,109
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,1720
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,1848
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,1606
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,1933
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,2111
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,2565
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,117
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,1666
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,2115
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,2630
