deltaT,dairy_network,no_of_reachable_nodes
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_61.network,1799
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_61.network,2443
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_61.network,2923
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,20
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,2927
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,3387
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,3707
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,913
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,1050
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,1330
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,2
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,2
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,4
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,1717
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,1873
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,1973
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,21
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,1147
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,1605
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,1939
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,2254
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,1113
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,1604
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,1967
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,2337
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,9
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,12
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,1840
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,2195
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,2582
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,564
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,1489
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,1841
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,1999
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,19
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,945
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,1549
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,2239
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,2646
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,42
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,1431
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,1751
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,1875
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,18
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,26
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,800
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,1370
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,1701
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,56
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,158
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,1651
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,2264
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,2824
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,3388
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,18
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,1676
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,1778
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,1462
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,1914
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,2470
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,2840
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,35
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,1166
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,1528
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,1908
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,2126
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,67
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,2093
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,2767
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,3281
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,3668
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,41
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,2250
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,2673
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,3116
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,14
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,1817
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,2291
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,2578
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,11
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,1243
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,2157
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,2973
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,3329
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,19
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,631
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,1578
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,2115
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,2616
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,38
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,463
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,709
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,941
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,27
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,155
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,1294
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,2078
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,2766
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,3235
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,16
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,1134
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,1422
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,7
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,386
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,1430
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,1585
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,14
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,452
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,1314
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,1479
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,1209
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,1711
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,1970
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,13
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,28
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,1045
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,1649
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,2112
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,2661
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,30
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,42
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,1550
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,2056
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,2502
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,12
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,254
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,271
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,525
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,1282
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,1724
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,2310
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,2707
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,3102
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,19
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,1617
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,2360
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,2973
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,3310
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,4
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,1701
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,2089
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,2325
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,1190
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,1624
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,2086
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,2539
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,2922
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,15
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,70
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,530
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,684
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,1637
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,1842
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,2139
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,2304
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,73
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,1390
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,1700
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,2193
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,526
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,835
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,1022
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,15
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,856
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,1311
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,1570
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,12
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,1510
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,1638
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,1785
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,5
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,6
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,14
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,17
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,753
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,1200
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,2405
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,2816
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,11
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,999
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,1339
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,1668
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,1898
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,64
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,903
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,1377
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,1668
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,9
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,1182
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,2032
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,2487
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,2763
